name,Category,mrp,selling_price,offer_percentage,delivery_time(MIN),quantity,scrape_date,scrape_time,location,Delivery_Charges(Handelling+Delivery),Period,Climate,Surge_charges,Platform,mrp_range,sp_range,Stock
FreshtoHome Chicken - Skinless Curry Cut,Chicken,159,159.0,0,8,450 g,2026-03-04,21:48:53,Madhapur,36.0,Night,Clear,No,Blinkit,101-200,101-200,true
Sneha Select Boneless Chicken Breast,Chicken,230,225.0,0,8,500 g,2026-03-04,21:49:06,Madhapur,36.0,Night,Clear,No,Blinkit,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticksonions(Ulligadda),Chicken,185,185.0,0,11,450 g,2026-03-04,21:49:20,Madhapur,36.0,Night,Clear,No,Blinkit,101-200,101-200,true
Organically Grown Onion (Ulligadda),Vegetable,41,35.0,14,11,500 g,2026-03-04,21:49:33,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
Organically Grown Tomato (Desi),Vegetable,41,35.0,14,12,500 g,2026-03-04,21:49:45,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
Desi Tomato (Tamatar),Vegetable,25,17.0,32,12,500 g,2026-03-04,21:49:59,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
Hybrid Tomato (Tamatar),Vegetable,28,18.0,35,12,500 g,2026-03-04,21:50:13,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
FreshToHome Mutton Curry Cut,Meat,799,485.0,39,12,480 g,2026-03-04,21:50:26,Madhapur,36.0,Night,Clear,No,Blinkit,500+,301-500,true
Premier Mutton Curry Cut,Meat,799,485.0,39,12,480 g,2026-03-04,21:50:38,Madhapur,36.0,Night,Clear,No,Blinkit,500+,301-500,true
Potato (Bangala Dumpa),Vegetable,29,24.0,17,12,500 g,2026-03-04,21:50:52,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
Oraganically Grown Potato,Vegetable,71,59.0,16,12,1 kg,2026-03-04,21:51:04,Madhapur,36.0,Night,Clear,No,Blinkit,51-100,51-100,true
Orange Carrot,Vegetable,0,0.0,0,0,0.0,2026-03-04,21:51:18,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Beetroot,Vegetable,0,0.0,0,0,0.0,2026-03-04,21:51:32,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Green Cucumber (Kheera),Vegetable,27,23.0,14,11,500 g,2026-03-04,21:51:45,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
English Cucumber,Vegetable,29,24.0,17,11,500 g,2026-03-04,21:51:59,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
Sneha Select Table White Eggs,Eggs,70,42.0,40,11,6 pcs,2026-03-04,21:52:12,Madhapur,36.0,Night,Clear,No,Blinkit,51-100,0-50,true
Hello Eggs Brown Eggs,Eggs,180,153.0,15,11,12 pcs,2026-03-04,21:52:26,Madhapur,36.0,Night,Clear,No,Blinkit,101-200,101-200,true
Licious White Protein Rich Egg,Eggs,85,85.0,0,11,6 pcs,2026-03-04,21:52:40,Madhapur,36.0,Night,Clear,No,Blinkit,51-100,51-100,true
Shimla Apple,Fruit,152,124.0,18,11,500 g,2026-03-04,21:52:54,Madhapur,36.0,Night,Clear,No,Blinkit,101-200,101-200,true
Red Delicious Apple - Imported,Fruit,177,148.0,16,11,225 g,2026-03-04,21:53:07,Madhapur,36.0,Night,Clear,No,Blinkit,101-200,101-200,true
Granny Smith Apple,Fruit,199,165.0,0,11,300 g,2026-03-04,21:53:20,Madhapur,36.0,Night,Clear,No,Blinkit,101-200,101-200,true
Banana (Aratipandu),Fruit,34,27.0,20,11,3 pcs,2026-03-04,21:53:34,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
Raw Banana (Aratipandu),Fruit,36,31.0,13,12,3 pcs,2026-03-04,21:53:47,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
Nagpur - Orange,Fruit,74,59.0,20,12,500 g,2026-03-04,21:54:00,Madhapur,36.0,Night,Clear,No,Blinkit,51-100,51-100,true
Mini Orange (Imported),Fruit,67,57.0,14,11,200 g,2026-03-04,21:54:14,Madhapur,36.0,Night,Clear,No,Blinkit,51-100,51-100,true
Lemon (Nimakaya),Vegetable,42,36.0,14,11,200 g,2026-03-04,21:54:27,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
Green Chilli (Mirapakaya),Vegetable,15,12.0,20,11,100 g,2026-03-04,21:54:40,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
Bottle Gourd (Sorakaya),Vegetable,30,25.0,16,11,400 g,2026-03-04,21:54:53,Madhapur,36.0,Night,Clear,No,Blinkit,0-50,0-50,true
Heritage Fresh Paneer,Paneer,92,92.0,0,8,200 g,2026-03-05,16:01:27,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Heritage Nourish+ High Protein Paneer,Paneer,150,125.0,16,8,240 g,2026-03-05,16:01:43,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,8,500 ml,2026-03-05,16:02:01,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Heritage Full Cream Milk,Milk,42,42.0,0,8,500 ml,2026-03-05,16:02:22,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Arokya Full Cream Milk,Milk,42,42.0,0,8,500 ml,2026-03-05,16:02:42,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,63,63.0,0,8,500 ml,2026-03-05,16:02:59,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Amul Taaza Toned Milk,Milk,29,29.0,0,8,450 ml,2026-03-05,16:03:16,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Sids Farm Cow Milk,Milk,44,44.0,0,8,500 ml,2026-03-05,16:03:34,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,8,1 ltr,2026-03-05,16:03:54,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Amul Buffalo Milk,Milk,59,51.0,13,8,450 ml,2026-03-05,16:04:13,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Amul Taaza Homogenised Toned Milk,Milk,29,29.0,0,8,450 ml,2026-03-05,16:04:35,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,8,200 g,2026-03-05,16:04:51,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
FreshtoHome Chicken - Skinless Curry Cut,Chicken,159,159.0,0,8,450 g,2026-03-05,16:05:06,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Sneha Select Boneless Chicken Breast,Chicken,275,275.0,0,8,400 g,2026-03-05,16:05:30,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticksonions(Ulligadda),Chicken,185,185.0,0,8,450 g,2026-03-05,16:05:46,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Organically Grown Onion (Ulligadda),Vegetable,44,35.0,20,8,500 g,2026-03-05,16:06:00,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Organically Grown Tomato (Desi),Vegetable,33,29.0,12,8,500 g,2026-03-05,16:06:15,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Desi Tomato (Tamatar),Vegetable,25,17.0,32,8,500 g,2026-03-05,16:06:30,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Hybrid Tomato (Tamatar),Vegetable,28,18.0,35,8,500 g,2026-03-05,16:06:47,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
FreshToHome Mutton Curry Cut,Meat,630,499.0,20,8,500 g,2026-03-05,16:07:00,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,500+,301-500,true
Premier Mutton Curry Cut,Meat,630,499.0,20,8,500 g,2026-03-05,16:07:14,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,500+,301-500,true
Potato (Bangala Dumpa),Vegetable,30,24.0,20,8,500 g,2026-03-05,16:07:29,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Oraganically Grown Potato,Vegetable,69,59.0,14,8,1 kg,2026-03-05,16:07:43,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Orange Carrot,Vegetable,23,20.0,13,8,500 g,2026-03-05,16:07:59,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Beetroot,Vegetable,0,0.0,0,0,0.0,2026-03-05,16:08:14,Madhapur,0.0,Afternoon,Sunny,No,Blinkit,,0-50,false
Green Cucumber (Kheera),Vegetable,30,24.0,20,8,500 g,2026-03-05,16:08:29,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
English Cucumber,Vegetable,29,23.0,20,8,500 g,2026-03-05,16:08:46,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Sneha Select Table White Eggs,Eggs,70,42.0,40,8,6 pcs,2026-03-05,16:09:01,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,0-50,true
Hello Eggs Brown Eggs,Eggs,75,64.0,14,8,6 pcs,2026-03-05,16:09:17,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Licious White Protein Rich Egg,Eggs,85,77.0,9,8,6 pcs,2026-03-05,16:09:33,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Shimla Apple,Fruit,148,126.0,14,8,500 g,2026-03-05,16:09:49,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Red Delicious Apple - Imported,Fruit,189,148.0,21,8,225 g,2026-03-05,16:10:02,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Granny Smith Apple,Fruit,206,165.0,19,8,300 g,2026-03-05,16:10:18,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,201-300,101-200,true
Banana (Aratipandu),Fruit,32,27.0,15,8,3 pcs,2026-03-05,16:10:33,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Raw Banana (Aratipandu),Fruit,40,31.0,22,8,3 pcs,2026-03-05,16:10:49,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Nagpur - Orange,Fruit,72,59.0,18,8,500 g,2026-03-05,16:11:04,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Mini Orange (Imported),Fruit,72,57.0,20,8,200 g,2026-03-05,16:11:20,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Lemon (Nimakaya),Vegetable,42,36.0,14,8,200 g,2026-03-05,16:11:35,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Green Chilli (Mirapakaya),Vegetable,13,11.0,15,8,100 g,2026-03-05,16:11:51,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Bottle Gourd (Sorakaya),Vegetable,30,25.0,16,8,400 g,2026-03-05,16:12:06,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Heritage Fresh Paneer,Paneer,115,101.0,12,18,200 g,2026-03-06,14:56:52,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Heritage Nourish+ High Protein Paneer,Paneer,150,125.0,16,18,240 g,2026-03-06,14:57:07,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,18,500 ml,2026-03-06,14:57:23,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Heritage Full Cream Milk,Milk,42,42.0,0,18,500 ml,2026-03-06,14:57:39,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Arokya Full Cream Milk,Milk,42,42.0,0,18,500 ml,2026-03-06,14:57:54,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,63,63.0,0,17,500 ml,2026-03-06,14:58:11,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Amul Taaza Toned Milk,Milk,16,16.0,0,18,200 ml,2026-03-06,14:58:26,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Sids Farm Cow Milk,Milk,44,44.0,0,18,500 ml,2026-03-06,14:58:42,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,17,1 ltr,2026-03-06,14:58:57,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Amul Buffalo Milk,Milk,59,51.0,13,17,450 ml,2026-03-06,14:59:13,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,18,1 ltr,2026-03-06,14:59:29,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,18,200 g,2026-03-06,14:59:44,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
FreshtoHome Chicken - Skinless Curry Cut,Chicken,159,159.0,0,18,450 g,2026-03-06,14:59:58,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Sneha Select Boneless Chicken Breast,Chicken,230,225.0,0,18,500 g,2026-03-06,15:00:14,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticksonions(Ulligadda),Chicken,160,160.0,0,18,450 g,2026-03-06,15:00:30,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Organically Grown Onion (Ulligadda),Vegetable,42,35.0,16,18,500 g,2026-03-06,15:00:44,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Organically Grown Tomato (Desi),Vegetable,33,29.0,12,17,500 g,2026-03-06,15:00:58,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Desi Tomato (Tamatar),Vegetable,25,17.0,32,17,500 g,2026-03-06,15:01:13,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Hybrid Tomato (Tamatar),Vegetable,28,18.0,35,17,500 g,2026-03-06,15:01:29,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
FreshToHome Mutton Curry Cut,Meat,549,485.0,11,17,480 g,2026-03-06,15:01:42,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,500+,301-500,true
Premier Mutton Curry Cut,Meat,630,499.0,20,18,500 g,2026-03-06,15:01:55,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,500+,301-500,true
Potato (Bangala Dumpa),Vegetable,29,24.0,17,18,500 g,2026-03-06,15:02:09,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Oraganically Grown Potato,Vegetable,70,59.0,15,17,1 kg,2026-03-06,15:02:23,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Orange Carrot,Vegetable,24,20.0,16,17,500 g,2026-03-06,15:02:38,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Beetroot,Vegetable,0,0.0,0,0,0.0,2026-03-06,15:02:54,Madhapur,0.0,Afternoon,Sunny,No,Blinkit,,0-50,false
Green Cucumber (Kheera),Vegetable,30,24.0,20,17,500 g,2026-03-06,15:03:08,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
English Cucumber,Vegetable,29,23.0,20,17,500 g,2026-03-06,15:03:24,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Sneha Select Table White Eggs,Eggs,70,43.0,38,18,6 pcs,2026-03-06,15:03:39,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,0-50,true
Hello Eggs Brown Eggs,Eggs,180,153.0,15,17,12 pcs,2026-03-06,15:03:55,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Licious White Protein Rich Egg,Eggs,85,77.0,9,17,6 pcs,2026-03-06,15:04:10,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Shimla Apple,Fruit,153,127.0,16,17,500 g,2026-03-06,15:04:26,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Red Delicious Apple - Imported,Fruit,173,148.0,14,17,225 g,2026-03-06,15:04:39,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Granny Smith Apple,Fruit,211,165.0,0,18,300 g,2026-03-06,15:04:54,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,201-300,101-200,true
Banana (Aratipandu),Fruit,30,25.0,16,18,3 pcs,2026-03-06,15:05:10,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Raw Banana (Aratipandu),Fruit,37,31.0,16,18,3 pcs,2026-03-06,15:05:26,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Nagpur - Orange,Fruit,74,59.0,20,18,500 g,2026-03-06,15:05:42,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Mini Orange (Imported),Fruit,72,57.0,20,19,200 g,2026-03-06,15:05:58,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Lemon (Nimakaya),Vegetable,45,38.0,15,19,200 g,2026-03-06,15:06:14,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Green Chilli (Mirapakaya),Vegetable,13,11.0,15,19,100 g,2026-03-06,15:06:30,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Bottle Gourd (Sorakaya),Vegetable,32,25.0,21,19,400 g,2026-03-06,15:06:46,Madhapur,35.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Heritage Fresh Paneer,Paneer,92,92.0,0,8,200 g,2026-03-05,21:07:39,Madhapur,35.0,Night,Clear,No,Blinkit,51-100,51-100,true
Heritage Nourish+ High Protein Paneer,Paneer,120,109.0,9,8,200 g,2026-03-05,21:07:51,Madhapur,35.0,Night,Clear,No,Blinkit,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,8,450 ml,2026-03-05,21:08:09,Madhapur,35.0,Night,Clear,No,Blinkit,0-50,0-50,true
Heritage Full Cream Milk,Milk,0,0.0,0,0,0.0,2026-03-05,21:08:23,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Arokya Full Cream Milk,Milk,0,0.0,0,0,0.0,2026-03-05,21:08:41,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Sids Farm Buffalo A2 Milk,Milk,0,0.0,0,20,500ml,2026-03-05,21:08:54,Madhapur,35.0,Night,Clear,No,Blinkit,,0-50,false
Amul Taaza Toned Milk,Milk,16,16.0,0,8,200 ml,2026-03-05,21:09:09,Madhapur,35.0,Night,Clear,No,Blinkit,0-50,0-50,true
Sids Farm Cow Milk,Milk,0,0.0,0,0,0.0,2026-03-05,21:09:22,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Amul Gold Homogenised Standardised,Milk,80,80.0,0,8,1 ltr,2026-03-05,21:09:35,Madhapur,35.0,Night,Clear,No,Blinkit,51-100,51-100,true
Amul Buffalo Milk,Milk,38,38.0,0,8,500 ml,2026-03-05,21:09:49,Madhapur,35.0,Night,Clear,No,Blinkit,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,8,1 ltr,2026-03-05,21:10:02,Madhapur,35.0,Night,Clear,No,Blinkit,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,92,92.0,0,8,200 g,2026-03-05,21:10:15,Madhapur,35.0,Night,Clear,No,Blinkit,51-100,51-100,true
FreshtoHome Chicken - Skinless Curry Cut,Chicken,185,157.0,15,8,7 to 11 pcs,2026-03-05,21:10:27,Madhapur,35.0,Night,Clear,No,Blinkit,101-200,101-200,true
Sneha Select Boneless Chicken Breast,Chicken,299,270.0,9,8,400 g,2026-03-05,21:10:40,Madhapur,35.0,Night,Clear,No,Blinkit,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticksonions(Ulligadda),Chicken,195,195.0,0,8,500 g,2026-03-05,21:10:52,Madhapur,35.0,Night,Clear,No,Blinkit,101-200,101-200,true
Organically Grown Onion (Ulligadda),Vegetable,43,37.0,13,8,500 g,2026-03-05,21:11:04,Madhapur,35.0,Night,Clear,No,Blinkit,0-50,0-50,true
Organically Grown Tomato (Desi),Vegetable,43,37.0,13,8,500 g,2026-03-05,21:11:17,Madhapur,35.0,Night,Clear,No,Blinkit,0-50,0-50,true
Desi Tomato (Tamatar),Vegetable,26,20.0,23,8,500 g,2026-03-05,21:11:30,Madhapur,35.0,Night,Clear,No,Blinkit,0-50,0-50,true
Hybrid Tomato (Tamatar),Vegetable,26,20.0,23,8,500 g,2026-03-05,21:11:43,Madhapur,35.0,Night,Clear,No,Blinkit,0-50,0-50,true
FreshToHome Mutton Curry Cut,Meat,409,369.0,9,8,300 g,2026-03-05,21:11:55,Madhapur,35.0,Night,Clear,No,Blinkit,301-500,301-500,true
Premier Mutton Curry Cut,Meat,409,369.0,9,8,300 g,2026-03-05,21:12:07,Madhapur,35.0,Night,Clear,No,Blinkit,301-500,301-500,true
Potato (Bangala Dumpa),Vegetable,0,0.0,0,0,0.0,2026-03-05,21:12:20,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Oraganically Grown Potato,Vegetable,0,0.0,0,0,0.0,2026-03-05,21:12:31,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Orange Carrot,Vegetable,16,13.0,0,8,200 g,2026-03-05,21:12:45,Madhapur,35.0,Night,Clear,No,Blinkit,0-50,0-50,true
Beetroot,Vegetable,0,0.0,0,0,0.0,2026-03-05,21:13:00,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Green Cucumber (Kheera),Vegetable,50,41.0,18,8,500 g,2026-03-05,21:13:13,Madhapur,35.0,Night,Clear,No,Blinkit,0-50,0-50,true
English Cucumber,Vegetable,0,0.0,0,0,0.0,2026-03-05,21:13:25,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Sneha Select Table White Eggs,Eggs,85,56.0,34,8,6 pcs,2026-03-05,21:13:37,Madhapur,35.0,Night,Clear,No,Blinkit,51-100,51-100,true
Hello Eggs Brown Eggs,Eggs,114,114.0,0,8,6 pcs,2026-03-05,21:13:50,Madhapur,35.0,Night,Clear,No,Blinkit,101-200,101-200,true
Licious White Protein Rich Egg,Eggs,90,81.0,10,8,6 pcs,2026-03-05,21:14:02,Madhapur,35.0,Night,Clear,No,Blinkit,51-100,51-100,true
Shimla Apple,Fruit,117,101.0,13,8,500 g,2026-03-05,21:14:15,Madhapur,35.0,Night,Clear,No,Blinkit,101-200,101-200,true
Red Delicious Apple - Imported,Fruit,342,298.0,12,8,450 g,2026-03-05,21:14:26,Madhapur,35.0,Night,Clear,No,Blinkit,301-500,201-300,true
Granny Smith Apple,Fruit,172,150.0,0,8,300 g,2026-03-05,21:14:38,Madhapur,35.0,Night,Clear,No,Blinkit,101-200,101-200,true
Banana (Aratipandu),Fruit,0,0.0,0,0,0.0,2026-03-05,21:14:51,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Raw Banana (Aratipandu),Fruit,55,45.0,0,8,3 pcs,2026-03-05,21:15:03,Madhapur,35.0,Night,Clear,No,Blinkit,51-100,0-50,true
Nagpur - Orange,Fruit,71,60.0,0,8,500 g,2026-03-05,21:15:16,Madhapur,35.0,Night,Clear,No,Blinkit,51-100,51-100,true
Mini Orange (Imported),Fruit,77,67.0,12,8,200 g,2026-03-05,21:15:28,Madhapur,35.0,Night,Clear,No,Blinkit,51-100,51-100,true
Lemon (Nimakaya),Vegetable,0,0.0,0,0,0.0,2026-03-05,21:15:40,Madhapur,0.0,Night,Clear,No,Blinkit,,0-50,false
Green Chilli (Mirapakaya),Vegetable,22,18.0,18,8,100 g,2026-03-05,21:15:53,Madhapur,35.0,Night,Clear,No,Blinkit,0-50,0-50,true
Bottle Gourd (Sorakaya),Vegetable,68,55.0,0,8,400 g,2026-03-05,21:16:05,Madhapur,35.0,Night,Clear,No,Blinkit,51-100,51-100,true
Heritage Fresh Paneer,Paneer,0,0.0,0,0,0.0,03-03-2026,12:44:59,Beeramguda,0.0,Afternoon,Sunny,No,Blinkit,,0-50,false
Heritage Nourish+ High Protein Paneer,Paneer,150,125.0,16,8,240 g,03-03-2026,12:45:12,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,8,500 ml,03-03-2026,12:45:24,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Heritage Full Cream Milk,Milk,42,42.0,0,8,500 ml,03-03-2026,12:45:36,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Arokya Full Cream Milk,Milk,42,42.0,0,8,500 ml,03-03-2026,12:45:49,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Heritage Sampurna A2 Buffalo Fresh Milk,Milk,50,46.0,8,8,500 ml,03-03-2026,12:46:01,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Amul Taaza Toned Milk,Milk,16,16.0,0,8,200 ml,03-03-2026,12:46:13,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Sids Farm Cow Milk,Milk,0,0.0,0,0,0.0,03-03-2026,12:46:26,Beeramguda,0.0,Afternoon,Sunny,No,Blinkit,,0-50,false
Amul Moti Toned Milk (90 Days Shelf Life),Milk,29,29.0,0,8,450 ml,03-03-2026,12:46:38,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Amul Buffalo A2 Milk,Milk,40,40.0,0,8,500 ml,03-03-2026,12:46:51,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,8,1 ltr,03-03-2026,12:47:03,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,8,200 g,03-03-2026,12:47:15,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,51-100,51-100,true
FreshtoHome Chicken - Skinless Curry Cut,Chicken,0,0.0,0,0,0.0,03-03-2026,12:47:27,Beeramguda,0.0,Afternoon,Sunny,No,Blinkit,,0-50,false
Sneha Select Boneless Chicken Breast,Chicken,230,225.0,0,8,500 g,03-03-2026,12:47:40,Beeramguda,27.0,Afternoon,Sunny,No,Blinkit,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticksonions(Ulligadda),Chicken,0,0.0,0,0,0.0,03-03-2026,12:47:52,Beeramguda,0.0,Afternoon,Sunny,No,Blinkit,,0-50,false
Organically Grown Onion (Ulligadda),Vegetable,0,0.0,0,0,0.0,03-03-2026,12:48:04,Beeramguda,0.0,Afternoon,Sunny,No,Blinkit,,0-50,false
